1753858996.190193415 -0.271651 -0.113112 -0.009800 0.999327 0.017358 0.030623 0.010301
1753858996.256951571 -0.253261 -0.056744 -0.046008 0.999669 0.000495 0.021359 0.014316
1753858996.323931456 -0.306302 -0.080663 -0.067297 0.999725 -0.000070 0.019221 0.013446
1753858996.390877008 -0.321044 -0.078214 -0.072765 0.999861 -0.000242 0.006785 0.015219
1753858996.457797527 -0.290919 -0.047186 -0.053435 0.999673 0.000196 -0.017329 0.018788
1753858996.524667978 -0.292794 -0.037705 -0.047307 0.999587 0.000417 -0.021248 0.019354
1753858996.591513872 -0.289061 -0.023434 -0.028084 0.999539 0.000493 -0.023170 0.019616
1753858996.658340216 -0.274479 -0.010779 0.026926 0.999500 0.000577 -0.024100 0.020436
1753858996.725135565 -0.259933 -0.006768 0.059901 0.999550 0.000521 -0.023098 0.019117
1753858996.791913509 -0.250077 -0.003614 0.103937 0.999693 0.000367 -0.020139 0.014425
1753858996.858677149 -0.248139 -0.006618 0.132892 0.999794 0.000333 -0.016711 0.011554
1753858996.925436020 -0.233634 -0.000369 0.147206 0.999880 0.000295 -0.012114 0.009691
1753858996.992191792 -0.237665 0.007164 0.089105 0.999873 0.000317 0.007551 0.014048
1753858997.058943510 -0.235805 0.008952 0.090949 0.999887 0.000327 0.006446 0.013572
1753858997.125691175 -0.233013 0.010582 0.091924 0.999890 0.000259 0.006144 0.013510
1753858997.192434549 -0.230511 0.012017 0.091581 0.999890 0.000238 0.006059 0.013507
1753858997.259174109 -0.226592 0.013179 0.090381 0.999893 0.000231 0.005786 0.013451
1753858997.325909376 -0.205955 0.010703 0.094209 0.999897 0.000208 0.005423 0.013308
1753858997.392639875 -0.188008 0.006164 0.097756 0.999891 0.000170 0.006056 0.013432
1753858997.459367275 -0.179828 0.002473 0.096209 0.999886 0.000190 0.006443 0.013669
1753858997.526090384 -0.178923 0.001036 0.091780 0.999881 0.000204 0.006874 0.013812
1753858997.592809677 -0.176884 0.001063 0.089247 0.999876 0.000206 0.007377 0.013907
1753858997.659524679 -0.174379 0.001175 0.087308 0.999872 0.000199 0.007756 0.013969
1753858997.726235628 -0.172606 0.001317 0.085075 0.999869 0.000187 0.008101 0.014016
1753858997.793102980 -0.171668 0.001525 0.082687 0.999865 0.000191 0.008491 0.014087
1753858997.860160351 -0.169859 0.001862 0.080237 0.999861 0.000180 0.008713 0.014220
1753858997.927239180 -0.168156 0.001984 0.077751 0.999857 0.000176 0.009028 0.014306
1753858997.994338512 -0.166459 0.001861 0.075536 0.999854 0.000171 0.009303 0.014350
1753858998.061458826 -0.165186 0.001647 0.073010 0.999851 0.000159 0.009636 0.014335
1753858998.128599405 -0.164077 0.001360 0.070732 0.999848 0.000173 0.009894 0.014351
1753858998.195760489 -0.163056 0.001039 0.067933 0.999845 0.000186 0.010158 0.014412
1753858998.262941360 -0.161929 0.000600 0.065005 0.999841 0.000191 0.010414 0.014443
1753858998.330143690 -0.158737 0.000514 0.061604 0.999840 0.000198 0.010550 0.014472
1753858998.397366762 -0.156943 -0.000005 0.059985 0.999837 0.000197 0.010785 0.014479
1753858998.464610100 -0.156925 -0.000658 0.058844 0.999834 0.000191 0.011052 0.014465
1753858998.531874180 -0.153898 -0.000829 0.056053 0.999832 0.000170 0.011172 0.014506
1753858998.599159002 -0.152208 -0.001600 0.054468 0.999829 0.000173 0.011438 0.014515
1753858998.666464090 -0.150284 -0.002390 0.052960 0.999826 0.000176 0.011637 0.014554
1753858998.733788967 -0.147513 -0.002980 0.050263 0.999825 0.000194 0.011806 0.014534
1753858998.800945759 -0.144830 -0.003620 0.047826 0.999823 0.000177 0.011948 0.014551
1753858998.867901564 -0.143248 -0.004620 0.046617 0.999820 0.000181 0.012165 0.014539
1753858998.934859991 -0.140790 -0.005146 0.044251 0.999819 0.000187 0.012265 0.014536
1753858999.001821041 -0.138600 -0.005478 0.041887 0.999817 0.000193 0.012403 0.014552
1753858999.068784952 -0.136411 -0.005808 0.039664 0.999816 0.000204 0.012520 0.014539
1753858999.135751009 -0.134426 -0.006060 0.037454 0.999814 0.000234 0.012697 0.014547
1753858999.202718973 -0.134132 -0.006162 0.038122 0.999810 0.000228 0.012966 0.014554
1753858999.269690514 -0.132780 -0.005840 0.038258 0.999806 0.000256 0.013201 0.014586
1753858999.336664200 -0.129814 -0.005877 0.035121 0.999806 0.000249 0.013193 0.014605
1753858999.403640985 -0.127048 -0.005914 0.032151 0.999806 0.000253 0.013194 0.014629
1753858999.470620155 -0.125159 -0.005576 0.031112 0.999804 0.000235 0.013322 0.014629
1753858999.537601948 -0.124476 -0.004616 0.033272 0.999802 0.000239 0.013450 0.014692
1753858999.604585409 -0.121965 -0.004705 0.030437 0.999802 0.000241 0.013416 0.014721
1753858999.671572208 -0.120448 -0.004432 0.029439 0.999800 0.000246 0.013503 0.014735
1753858999.738562107 -0.118954 -0.004254 0.028511 0.999799 0.000241 0.013527 0.014765
1753858999.805393934 -0.117696 -0.004056 0.027657 0.999797 0.000231 0.013654 0.014786
1753858999.871829748 -0.118104 -0.003420 0.030211 0.999795 0.000254 0.013785 0.014821
1753858999.938248158 -0.118274 -0.002945 0.031423 0.999793 0.000260 0.013845 0.014901
1753859000.004648685 -0.116913 -0.002918 0.030041 0.999792 0.000258 0.013880 0.014948
1753859000.071030855 -0.115770 -0.002973 0.029096 0.999791 0.000254 0.013903 0.014998
1753859000.137396097 -0.116673 -0.002807 0.030992 0.999789 0.000242 0.013972 0.015051
1753859000.203743696 -0.115638 -0.002911 0.029856 0.999788 0.000231 0.013988 0.015105
1753859000.270073414 -0.114651 -0.002838 0.028992 0.999787 0.000228 0.013968 0.015167
