1753859014.898194075 -0.106452 0.023885 -0.027088 0.992558 -0.003802 0.028606 0.118306
1753859015.365557671 -0.101544 0.018591 -0.050218 0.992535 -0.003859 0.029073 0.118384
1753859016.833175421 -0.084312 0.007590 -0.092902 0.992540 -0.003929 0.028617 0.118444
1753859020.035953760 -0.110040 0.021970 -0.020177 0.991216 -0.004343 0.029060 0.128946
1753859028.042036772 -0.108680 0.027901 0.020928 0.992868 -0.002687 0.017669 0.117872
1753859028.175401449 -0.107576 0.028418 0.013940 0.993144 -0.003753 0.001576 0.116823
1753859028.308764935 -0.104418 0.028068 0.022566 0.993183 -0.002809 -0.016016 0.115427
1753859028.708846569 -0.104107 0.025091 0.021980 0.993170 0.001206 -0.008267 0.116373
1753859028.842209578 -0.103700 0.020966 0.020683 0.993126 0.010412 -0.009917 0.116165
1753859028.908894777 -0.101835 0.018857 0.020334 0.993013 0.015190 -0.012656 0.116337
1753859028.975579023 -0.100227 0.016037 0.020778 0.993013 0.021853 -0.014171 0.115095
1753859029.042264223 -0.098202 0.012081 0.022252 0.992973 0.030451 -0.016624 0.113139
1753859029.108948708 -0.095090 0.007871 0.022503 0.992456 0.040132 -0.017421 0.114529
1753859029.175633192 -0.091864 0.003111 0.023035 0.992839 0.050701 -0.015699 0.107025
1753859029.242317438 -0.089390 -0.000441 0.024017 0.994057 0.059582 -0.008626 0.090696
1753859029.309001207 -0.083854 -0.004007 0.024776 0.993658 0.066225 -0.007075 0.090603
1753859029.375683784 -0.073307 -0.006823 0.023165 0.992347 0.068444 -0.004521 0.102675
1753859029.442367077 -0.061845 -0.004917 0.020964 0.992761 0.065268 0.013706 0.099888
1753859029.509050369 -0.051517 0.000826 0.020202 0.993820 0.057908 0.028072 0.090446
1753859029.575733185 -0.044653 0.012170 0.023602 0.995202 0.048369 0.037186 0.076486
1753859029.642415524 -0.035424 0.020985 0.030776 0.996244 0.039600 0.036099 0.068017
1753859029.709097862 -0.017522 0.025580 0.034273 0.996561 0.031986 0.027645 0.071260
1753859029.775779724 -0.001626 0.032690 0.038371 0.996723 0.025142 0.024320 0.072929
1753859029.842462301 0.003393 0.049642 0.047837 0.997294 0.018248 0.034902 0.062071
1753859029.909146547 0.017770 0.060295 0.051589 0.997344 0.013162 0.037300 0.061165
1753859029.975830317 0.038916 0.063502 0.051349 0.997199 0.009445 0.030732 0.067533
1753859030.042513847 0.034335 0.087880 0.066398 0.997355 0.005983 0.045432 0.056411
1753859030.109197140 0.053376 0.093788 0.067094 0.997119 0.004426 0.044439 0.061317
1753859030.175879955 0.063499 0.106284 0.072399 0.997101 0.003619 0.043754 0.062146
1753859030.242562532 0.078166 0.114667 0.074558 0.997150 0.004106 0.039025 0.064442
1753859030.309243917 0.080800 0.128074 0.086728 0.997220 0.005118 0.043488 0.060282
1753859030.442607641 0.098422 0.145576 0.104564 0.997024 0.007200 0.045960 0.061467
1753859030.509289026 0.104301 0.150608 0.115695 0.996830 0.008459 0.048219 0.062723
1753859030.642651081 0.110417 0.165371 0.144500 0.996817 0.010594 0.051655 0.059795
1753859030.776010990 0.116525 0.182976 0.172068 0.996726 0.010525 0.051856 0.061135
1753859030.842694283 0.136577 0.188289 0.173647 0.996470 0.010346 0.046579 0.069078
1753859030.976067305 0.130507 0.190067 0.201614 0.996580 0.009944 0.043617 0.069473
1753859031.109439373 0.159129 0.193284 0.228966 0.996581 0.009685 0.041162 0.070987
1753859031.242809296 0.139996 0.209776 0.257960 0.996557 0.009533 0.040437 0.071749
1753859031.376179218 0.136966 0.231235 0.281776 0.996478 0.007992 0.036369 0.075139
1753859031.509548187 0.103556 0.240309 0.317721 0.996720 0.004977 0.034574 0.072998
1753859031.642915010 0.091247 0.254445 0.365113 0.996998 0.002164 0.035733 0.068660
1753859031.842966795 0.056793 0.260824 0.393458 0.996591 0.005467 0.024504 0.078589
1753859031.909651995 0.042323 0.261377 0.402513 0.996426 0.007869 0.020808 0.081484
1753859032.043020725 0.014601 0.258307 0.416994 0.996108 0.013583 0.013744 0.086001
1753859032.176389456 -0.011005 0.255712 0.443917 0.995814 0.017917 0.012942 0.088687
1753859032.309756517 -0.036458 0.252438 0.474294 0.995764 0.019717 0.012692 0.088904
1753859032.443123102 -0.063672 0.248234 0.506752 0.995686 0.017593 0.011177 0.090420
1753859032.576487064 -0.089157 0.243577 0.539855 0.995523 0.013669 0.012675 0.092660
1753859032.643169165 -0.102132 0.241025 0.556477 0.995494 0.011626 0.011914 0.093350
1753859032.709851027 -0.114639 0.237771 0.572714 0.995457 0.009928 0.011954 0.093934
1753859032.843217134 -0.139105 0.229918 0.606794 0.995608 0.008333 0.011882 0.092484
1753859032.976591110 -0.163891 0.219408 0.641486 0.995605 0.008719 0.010799 0.092622
1753859033.109965086 -0.187653 0.205714 0.678595 0.995431 0.009251 0.011367 0.094348
1753859033.176651955 -0.197977 0.197725 0.697475 0.995377 0.009207 0.011565 0.094901
1753859033.310024500 -0.219445 0.183573 0.737743 0.995461 0.008776 0.009370 0.094296
1753859033.443395138 -0.238363 0.167638 0.778926 0.995208 0.007847 0.012320 0.096679
1753859033.576765776 -0.256330 0.152508 0.822367 0.995157 0.006781 0.013116 0.097180
